time_stamp,open,close,adjust,comment
2013-05-01,12.1480,69.7850,0.0000,"No reading for lighting system. Still very cold. Heating was put back on!"
2013-06-01,69.7850,106.5550,0.0000,""
2013-07-01,106.5550,134.6310,0.0000,""
2013-08-01,134.6310,164.7970,0.0000,""
2013-09-01,164.7970,205.2600,0.0000,"Kelly visited for the month."
2013-10-01,205.2600,295.0380,0.0000,""
2013-11-01,295.0380,438.6670,0.0000,"Forgot to take the lighting record time before clearing. Very cold month."
2013-12-01,438.6670,612.9250,0.0000,"Installed new thermostats and the wood fire"
2014-01-01,612.9250,761.7200,0.0000,""
2014-02-01,761.7200,886.4100,0.0000,""
2014-03-01,886.4100,988.7570,0.0000,""
2014-04-01,988.7570,1031.5980,0.0000,"Started to turn the gas off during this month."
2014-05-01,1031.5980,1068.8890,0.0000,"Had to use the electric heater this month"
2014-06-01,1068.8890,1099.7460,0.0000,"Pfingston weekend away camping."
2014-07-01,1099.7460,1131.8970,0.0000,"Visitors: Graeme, then Bart and Melane"
2014-08-01,1131.8970,1162.7600,0.0000,"Made grape gelé - Water and Electricity (2 x party mode)"
2014-09-01,1162.7600,1192.5900,0.0000,"Started using the wood heater more."
2014-10-01,1192.5900,1233.0800,0.0000,"Started the heating system in the later part of this month."
2014-11-01,1233.0800,1320.4410,0.0000,""
2014-12-01,1320.4410,1366.8100,0.0000,"Vacation in Australia (Recorded 03.01.15)"
2015-01-01,1366.8100,1556.1700,0.0000,""
2015-02-01,1556.1700,1738.5380,0.0000,""
2015-03-01,1738.5380,1866.0700,0.0000,""
2015-04-01,1866.0700,1949.3800,0.0000,""
2015-05-01,1949.3800,1986.1520,0.0000,"Turned the heating off. "
2015-06-01,1986.1520,2024.1460,0.0000,"Changed the hot water times to also come on in the evening"
2015-07-01,2024.1460,2060.3290,0.0000,""
2015-08-01,2060.3290,2094.7880,0.0000,""
2015-09-01,2094.7880,2129.1080,0.0000,""
2015-10-01,2129.1080,2288.8000,0.0000,""
2015-11-01,2288.8000,2331.3800,0.0000,""
2015-12-01,2331.3800,2472.6090,0.0000,""
2016-01-01,2472.6090,2653.3000,0.0000,"Usage of electric heater in the cellar"
2016-02-01,2653.3000,2801.7870,0.0000,"Vacation to Mallorca. Cellar packed up for refurbishment"
2016-03-01,2801.7870,2956.6700,0.0000,"Vacation to USA"
2016-04-01,2956.6700,3042.0300,0.0000,"Vacation to USA plus cellar renovation"
2016-05-01,3042.0300,3098.3030,0.0000,""
2016-06-01,3098.3030,3135.2500,0.0000,""
2016-07-01,3135.2500,3168.5630,0.0000,""
2016-08-01,3168.5630,3204.7450,0.0000,"Visitors - the last weekend"
2016-09-01,3204.7450,3228.7200,0.0000,"Switched on the heater 30.09.16"
2016-10-01,3228.7200,3331.9470,0.0000,""
2016-11-01,3331.9470,3494.7580,0.0000,"The water meter was changed Reading: 479m3"
2016-12-01,3494.7580,3684.6300,0.0000,""
2017-01-01,3684.6300,3978.3780,0.0000,"Set the workshop heater to 17 degrees"
2017-02-01,3978.3780,4119.9650,0.0000,"The heating started to fail 27.02.17"
2017-03-01,4119.9650,4247.0470,0.0000,"Recorded a day early - Headed to Australia for two weeks."
2017-04-01,4247.0470,4316.0420,0.0000,""
2017-05-01,4316.0420,4380.4800,0.0000,"Turned the heating off. "
2017-06-01,4380.4800,4413.1410,0.0000,""
