time_stamp,open,close,adjust,comment
2012-06-01,140.24380,147.68590,0.0000,''
2012-07-01,147.68590,155.11530,0.0000,''
2012-08-01,155.11530,164.61530,0.0000,'Jo&Francesco Visited.'
2012-09-01,164.61530,170.90650,0.0000,'Heating activated 01.10'
2012-10-01,170.90650,177.24950,0.0000,'Taken 31.10.12@18:30 before going to Lisbon for 3 days.'
2012-11-01,177.24950,182.57630,0.0000,''
2012-12-01,182.57630,188.30785,0.0000,''
2013-01-01,188.30785,194.48670,0.0000,''
2013-02-01,194.48670,199.04340,0.0000,''
2013-03-01,199.04340,204.62030,0.0000,''
2013-04-01,204.62030,208.78110,0.0000,"Lighting system 0.539kWh R33d09h A09d17h GAS counter was changed. Vacation in Spain, two weeks"
2013-05-01,208.78110,215.93590,0.0000,'No reading for lighting system. Still very cold. Heating was put back on!'
2013-06-01,215.93590,221.80440,0.0000,''
2013-07-01,221.80440,231.47910,0.0000,''
2013-08-01,231.47910,240.01370,0.0000,''
2013-09-01,240.01370,244.94240,0.0000,'Kelly visited for the month.'
2013-10-01,244.94240,252.61680,0.0000,''
2013-11-01,252.61680,260.72340,0.0000,'Forgot to take the lighting record time before clearing. Very cold month.'
2013-12-01,260.72340,268.12120,0.0000,'Installed new thermostats and the wood fire'
2014-01-01,268.12120,275.17530,0.0000,''
2014-02-01,275.17530,280.41250,0.0000,''
2014-03-01,280.41250,286.48370,0.0000,''
2014-04-01,286.48370,292.11900,0.0000,'Started to turn the gas off during this month.'
2014-05-01,292.11900,300.06650,0.0000,'Had to use the electric heater this month'
2014-06-01,300.06650,308.78700,0.0000,'Pfingston weekend away camping.'
2014-07-01,308.78700,317.50420,0.0000,"Visitors: Graeme, then Bart and Melane"
2014-08-01,317.50420,323.77930,0.0000,'Made grape gelé - Water and Electricity (2 x party mode)'
2014-09-01,323.77930,329.13880,0.0000,'Started using the wood heater more.'
2014-10-01,329.13880,336.53240,0.0000,'Started the heating system in the later part of this month.'
2014-11-01,336.53240,342.76340,0.0000,''
2014-12-01,342.76340,343.77450,0.0000,'Vacation in Australia (Recorded 03.01.15)'
2015-01-01,343.77450,349.50470,0.0000,''
2015-02-01,349.50470,353.60450,0.0000,''
2015-03-01,353.60450,358.18430,0.0000,''
2015-04-01,358.18430,362.80160,0.0000,''
2015-05-01,362.80160,368.88710,0.0000,'Turned the heating off. '
2015-06-01,368.88710,376.15710,0.0000,'Changed the hot water times to also come on in the evening'
2015-07-01,376.15710,384.80520,0.0000,''
2015-08-01,384.80520,392.58000,0.0000,''
2015-09-01,392.58000,397.93420,0.0000,''
2015-10-01,397.93420,402.01776,0.0000,''
2015-11-01,402.01776,411.42050,0.0000,''
2015-12-01,411.42050,417.36440,0.0000,''
2016-01-01,417.36440,422.99970,0.0000,'Usage of electric heater in the cellar'
2016-02-01,422.99970,427.55880,0.0000,'Vacation to Mallorca. Cellar packed up for refurbishment'
2016-03-01,427.55880,433.33700,0.0000,'Vacation to USA'
2016-04-01,433.33700,439.30890,0.0000,'Vacation to USA plus cellar renovation'
2016-05-01,439.30890,444.94260,0.0000,''
2016-06-01,444.94260,450.47550,0.0000,''
2016-07-01,450.47550,455.63520,0.0000,''
2016-08-01,455.63520,463.59380,0.0000,'Visitors - the last weekend'
2016-09-01,463.59380,469.54320,0.0000,'Switched on the heater 30.09.16'
2016-10-01,469.54320,475.41910,0.0000,''
2016-11-01,475.41910,2.00000,479.0000,'The water meter was changed Reading: 479m3'
2016-12-01,2.00000,8.61010,0.0000,''
2017-01-01,8.61010,13.38590,0.0000,'Set the workshop heater to 17 degrees'
2017-02-01,13.38590,17.49320,0.0000,'The heating started to fail 27.02.17'
